date, pm25, pm10, o3, no2, so2, co
2014/12/13, , 8, , , 5, 
2014/12/14, , 25, , , 6, 
2014/12/15, , 42, , , 6, 
2014/12/16, , 35, , , 6, 
2014/12/17, , 15, , , 5, 
2014/12/18, , 10, , , 5, 
2014/12/19, , 25, , , 6, 
2014/12/20, , 27, , , 5, 
2014/12/21, , 21, , , 5, 
2014/12/22, , 9, , , 9, 
2014/12/23, , 32, , , 7, 
2014/12/24, , 35, , , 10, 
2014/12/25, , 27, , , 7, 
2014/12/26, , 13, , , 6, 
2014/12/27, , 7, , , 5, 
2014/12/28, , 13, , , , 
2014/7/1, , 18, , , 2, 
2014/7/2, , 18, , , 2, 
2014/7/3, , 20, , , 2, 
2014/7/4, , 20, , , 1, 
2014/7/5, , 15, , , 2, 
2014/7/6, , 15, , , 3, 
2014/7/7, , 22, , , , 
2014/7/10, , 21, , , 2, 
2014/7/11, , 18, , , , 
2014/7/12, , 11, , , 1, 
2014/7/13, , 9, , , 2, 
2014/7/14, , 12, , , 2, 
2014/7/15, , 14, , , , 
2014/7/16, , 13, , , , 
2014/7/17, , 16, , , 2, 
2014/7/18, , 16, , , 1, 
2014/7/19, , 14, , , 1, 
2014/7/20, , 12, , , 1, 
2014/7/21, , 14, , , 1, 
2014/7/22, , 17, , , , 
2014/8/8, , 12, , , 1, 
2014/8/9, , 12, , , , 
2014/8/10, , 12, , , 1, 
2014/8/11, , 18, , , 1, 
2014/8/12, , 20, , , 3, 
2014/8/13, , 19, , , 3, 
2014/8/14, , 22, , , 1, 
2014/8/15, , 22, , , 2, 
2014/8/16, , 19, , , 2, 
2014/8/17, , 14, , , 3, 
2014/8/18, , 12, , , 2, 
2014/8/19, , 11, , , 3, 
2014/8/20, , 14, , , 3, 
2014/8/21, , 18, , , 3, 
2014/8/22, , 20, , , 3, 
2014/8/23, , 22, , , 2, 
2014/8/24, , 19, , , 3, 
2014/8/25, , 20, , , 2, 
2014/8/26, , 16, , , 3, 
2014/8/27, , 17, , , 5, 
2014/8/28, , 22, , , 3, 
2014/8/29, , 25, , , 5, 
2014/8/30, , 14, , , 3, 
2014/8/31, , 14, , , 3, 
2014/9/1, , 17, , , 2, 
2014/9/2, , 13, , , 3, 
2014/9/3, , 12, , , 2, 
2014/9/4, , 13, , , 2, 
2014/9/5, , 14, , , 1, 
2014/9/6, , 16, , , 2, 
2014/9/7, , 14, , , 2, 
2014/9/8, , 8, , , 3, 
2014/9/9, , 15, , , 3, 
2014/9/10, , 21, , , 10, 
2014/9/11, , 21, , , 3, 
2014/9/12, , 22, , , 4, 
2014/9/13, , 17, , , 4, 
2014/9/14, , 16, , , 3, 
2014/9/15, , 18, , , 3, 
2014/9/16, , 17, , , 3, 
2014/9/17, , 15, , , 3, 
2014/9/18, , 10, , , 3, 
2014/9/19, , 12, , , 4, 
2014/9/20, , 16, , , 4, 
2014/9/21, , 16, , , 2, 
2014/9/22, , 16, , , 2, 
2014/9/23, , 29, , , 3, 
2014/9/24, , 12, , , 4, 
2014/9/25, , 16, , , 3, 
2014/9/26, , 14, , , 2, 
2014/9/27, , 6, , , 2, 
2014/9/28, , 10, , , 2, 
2014/9/29, , 11, , , 4, 
2014/9/30, , 14, , , 6, 
2014/5/27, , 22, , , 6, 
2014/5/28, , 16, , , 1, 
2014/5/29, , 16, , , 1, 
2014/5/30, , 6, , , , 
2014/5/31, , 7, , , , 
2014/6/1, , 6, , , , 
2014/6/2, , 5, , , 6, 
2014/6/3, , 8, , , 6, 
2014/6/4, , 26, , , 6, 
2014/6/5, , 9, , , 6, 
2014/6/6, , 5, , , 8, 
2014/6/7, , 11, , , 9, 
2014/6/8, , 14, , , 8, 
2014/6/9, , 11, , , 8, 
2014/6/10, , 13, , , 9, 
2014/6/11, , 15, , , 6, 
2014/6/12, , 10, , , 3, 
2014/6/13, , 17, , , 3, 
2014/6/14, , 13, , , 3, 
2014/6/15, , 12, , , 3, 
2014/6/16, , 14, , , 3, 
2014/6/17, , 13, , , 4, 
2014/6/18, , 14, , , 4, 
2014/6/19, , 21, , , 3, 
2014/6/20, , 11, , , , 
2014/6/24, , 19, , , 3, 
2014/6/25, , 17, , , 2, 
2014/6/26, , 30, , , 3, 
2014/6/27, , 33, , , 3, 
2014/6/28, , 32, , , 2, 
2014/6/29, , 15, , , 2, 
2014/6/30, , 19, , , , 
2024/7/31, , , 37, 7, 7, 
2024/8/4, , , 44, , 5, 
2024/8/5, , , 48, , 9, 
2024/8/8, , , 39, , 6, 
2021/10/29, , , , 52, , 4
2019/4/3, , , , 11, 10, 3
2019/4/28, , , , 10, 8, 4
2019/6/12, , , , 8, 3, 1
2018/12/31, , , , 26, 9, 4
2019/1/14, , , , 26, 3, 2
2019/1/15, , , , 26, 6, 3
2019/1/20, , , , 26, 8, 6
2019/1/22, , , , 26, , 4
2019/1/23, , , , 26, , 2
2019/1/24, , , , 26, 7, 2
2019/1/28, , , , 26, 2, 1
2019/2/5, , , , 24, , 6
2019/2/6, , , , 26, , 3
2019/2/7, , , , 26, , 2
2019/2/8, , , , 26, , 1
2019/2/9, , , , 26, , 4
2019/2/10, , , , 26, 8, 5
2019/2/17, , , , 27, , 6
2019/2/18, , , , 27, , 9
2019/2/19, , , , 26, 8, 8
2019/3/8, , , , 26, , 
2019/3/9, , , , 26, , 1
2019/3/10, , , , 27, 6, 
2018/10/29, , , , 27, 9, 8
2018/11/8, , , , 27, 24, 6
2018/8/11, , , , 26, , 3
2018/8/12, , , , 26, , 4
2018/8/13, , , , 27, 12, 4
2020/7/19, , , , , 4, 
2020/3/31, , , , , 3, 
2020/6/28, , , , , 2, 
2019/12/31, , , , , 10, 
2018/10/26, , , , , 19, 
2018/4/1, , , , , 5, 
2017/12/31, , , , , 5, 
2018/3/23, , , , , 5, 
2018/3/24, , , , , 4, 
2018/3/25, , , , , 5, 
2018/3/26, , , , , 5, 
2017/10/29, , , , , 2, 
2017/11/29, , , , , 3, 
2017/9/10, , , , , 2, 
2017/6/20, , , , , 2, 
2017/6/21, , , , , 2, 
2016/1/3, , , , , 23, 
2016/1/13, , , , , 22, 
2016/1/14, , , , , 23, 
2016/1/15, , , , , 32, 
2016/1/16, , , , , 26, 
2016/1/17, , , , , 19, 
2016/1/18, , , , , 16, 
2015/8/23, , , , , 3, 
2014/12/31, , , , , 5, 
2014/11/10, , , , , 3, 
2014/7/9, , , , , 2, 
2014/8/7, , , , , , 
2014/5/26, , , , , 11, 
2014/6/23, , , , , 2, 
2021/8/30, , , , , , 4
