date, pm25, pm10, o3, no2, so2, co,Station
2023-05-08, 21, 13, , 5, 4, 15,cigli
2023-05-09, 24, 15, , 5, 3, 14,cigli
2023-05-10, 28, 14, , 5, 3, 9,cigli
2023-05-11, 28, 13, , 5, 3, 2,cigli
2023-05-12, 27, 12, , 5, 3, 2,cigli
2023-05-13, 24, 13, , 6, 3, 2,cigli
2023-05-14, 22, 14, , 10, 3, 4,cigli
2023-05-15, 25, 19, , , 4, ,cigli
2023-05-16, 30, 19, , , 3, ,cigli
2023-05-17, 28, 16, , 62, 3, 20,cigli
2023-05-18, 27, 12, , 41, 3, 11,cigli
2023-05-19, 21, 12, , 38, 3, 7,cigli
2023-05-20, 21, 13, , 53, 2, 9,cigli
2023-05-21, 23, 14, , 57, 2, 9,cigli
2023-05-22, 28, 14, 8, 55, 3, 8,cigli
2023-05-23, 27, 13, 8, 68, 3, 9,cigli
2023-05-24, 20, 13, 10, 73, 3, 8,cigli
2023-05-25, 22, 12, 10, 56, 2, 6,cigli
2023-05-26, 18, 5, 9, 59, 2, 30,cigli
2023-05-27, 1, 5, 8, 41, 2, 32,cigli
2023-05-28, 1, 6, 7, 54, 3, 32,cigli
2023-05-29, 1, 7, , 62, 3, 35,cigli
2023-05-30, 3, 14, , 68, 3, 29,cigli
2023-05-31, 28, 15, , 48, 3, 7,cigli
2023-06-01, 31, 17, , 59, 3, 9,cigli
2023-06-02, 30, 16, , , 3, 8,cigli
2023-06-03, 31, 16, , , 3, 6,cigli
2023-06-04, 29, 13, , 45, 2, 4,cigli
2023-06-05, 21, 15, , 47, 2, 6,cigli
2023-06-06, 25, 18, , 47, 3, 8,cigli
2023-06-07, 31, 19, , 46, 2, 8,cigli
2023-06-08, 33, 18, , 44, 2, 7,cigli
2023-06-09, 30, 18, , 48, 2, 7,cigli
2023-06-10, 28, 17, , 43, 2, 6,cigli
2023-06-11, 23, 17, , 46, 3, 6,cigli
2023-06-12, 24, 18, , 39, 3, 6,cigli
2023-06-13, 23, 18, , 40, 2, 5,cigli
2023-06-14, 22, 16, , 48, 2, 6,cigli
2023-06-15, 19, 19, , 58, 2, 7,cigli
2023-06-16, 26, 18, , 39, 2, 7,cigli
2023-06-17, 25, 15, , 35, 2, 7,cigli
2023-06-18, 25, 15, , 40, 3, 7,cigli
2023-06-19, 24, 16, , 46, 4, 7,cigli
2023-06-20, 22, 11, , 43, 3, 5,cigli
2023-06-21, 6, 10, , 35, , 3,cigli
2023-06-22, 1, , , , , ,cigli
2023-01-02, 153, 71, 8, , 6, ,cigli
2023-01-03, 155, 74, 8, , 6, ,cigli
2023-01-04, 157, 73, 6, , 5, ,cigli
2023-01-05, 156, 69, 8, , 6, ,cigli
2023-01-06, 154, 61, 9, , 6, ,cigli
2023-01-07, 139, 57, 10, , 6, ,cigli
2023-01-08, 122, 56, 12, , 6, ,cigli
2023-01-09, 117, 70, 13, , 3, ,cigli
2023-01-10, 143, 29, 11, 66, 4, 16,cigli
2023-01-11, 60, 42, , 84, 4, 18,cigli
2023-01-12, 89, 50, , 89, 6, 22,cigli
2023-01-13, 97, 54, , 75, 6, 19,cigli
2023-01-14, 110, 60, , 69, 4, 20,cigli
2023-01-15, 132, 63, , 73, 4, 20,cigli
2023-01-16, 142, 58, 13, 48, 4, 16,cigli
2023-01-17, 124, 21, 13, 31, 3, 24,cigli
2023-01-18, 46, 18, 13, 39, 4, 33,cigli
2023-01-19, 36, 20, 12, 29, 4, 35,cigli
2023-01-20, 46, 28, 11, 27, 3, 36,cigli
2023-01-21, 63, 34, 10, 28, 4, 36,cigli
2023-01-22, 70, 42, 10, 35, 4, 37,cigli
2023-01-23, 82, 45, 4, 26, 4, 34,cigli
2023-01-24, 87, 51, , 21, 3, 29,cigli
2023-01-25, 101, 41, , 22, 5, 27,cigli
2023-01-26, 83, 37, , 20, 4, 28,cigli
2023-01-27, 75, 24, , 19, 3, 31,cigli
2023-01-28, 62, 30, , 20, 4, 32,cigli
2023-01-29, 71, 31, , 18, 3, 28,cigli
2023-01-30, 72, 30, , 18, 3, 26,cigli
2023-01-31, 68, 22, , 18, 2, 25,cigli
2023-02-01, 54, 25, , 17, 6, 28,cigli
2023-02-02, 56, 40, , 17, 4, 29,cigli
2023-02-03, 84, 34, , 15, 5, 31,cigli
2023-02-04, 77, 36, , 15, 3, 28,cigli
2023-02-05, 81, 14, , 14, 1, 26,cigli
2023-02-06, 31, 12, , 22, 2, 27,cigli
2023-02-07, 27, 14, , 37, 3, 27,cigli
2023-02-08, 33, 15, , 32, 2, 27,cigli
2023-02-09, 35, 14, , 17, 6, 28,cigli
2023-02-10, 33, 19, , 17, 10, 29,cigli
2023-02-11, 49, 21, , 18, 13, 33,cigli
2023-02-12, 53, 23, , 18, 13, 31,cigli
2023-02-13, 57, 19, , 20, 15, 34,cigli
2023-02-14, 46, 19, , 17, 11, 31,cigli
2023-02-15, 48, 17, , 18, 9, 31,cigli
2023-02-16, 44, 20, , 18, 20, 34,cigli
2023-02-17, 48, 25, , 26, 14, 36,cigli
2023-02-18, 58, 18, , 24, 9, 35,cigli
2023-02-19, 47, 12, , 25, 9, 38,cigli
2023-02-20, 29, 14, , , 32, ,cigli
2023-02-21, 32, 15, , 64, 15, 16,cigli
2023-02-22, 35, 15, , 77, 8, 18,cigli
2023-02-23, 34, 17, , 84, 7, 19,cigli
2023-02-24, 41, 14, , 42, , 15,cigli
2023-02-25, 34, 11, , 19, 2, 12,cigli
2023-02-26, 22, 13, , 32, , 11,cigli
2023-02-27, 20, 17, , 81, 4, 13,cigli
2023-02-28, 30, 26, , 71, 4, 14,cigli
2023-03-01, 50, 14, , 63, 4, 14,cigli
2023-03-02, 27, 10, , 51, 4, 13,cigli
2023-03-03, 18, 8, , 55, 4, 12,cigli
2023-03-04, 13, 8, , 42, 4, 12,cigli
2023-03-05, 12, 8, , 61, 3, 12,cigli
2023-03-06, 10, 7, , 45, 3, 10,cigli
2023-03-07, 9, 7, , 44, 4, 10,cigli
2023-03-08, 7, 7, , 52, 4, 11,cigli
2023-03-09, 6, 7, , 31, 4, 9,cigli
2023-03-10, 5, 7, , 27, 3, 9,cigli
2023-03-11, 3, 6, , 30, 2, 9,cigli
2023-03-12, 4, 6, , 33, 2, 5,cigli
2023-03-13, 7, 7, , 42, 2, 3,cigli
2023-03-14, 8, 8, , 55, 3, 6,cigli
2023-03-15, 12, 7, , 43, 4, 5,cigli
2023-03-16, 7, 6, , 50, 3, 6,cigli
2023-03-17, 5, 6, , 29, 2, 2,cigli
2023-03-18, 6, 7, , 27, 3, 2,cigli
2023-03-19, 6, 6, , 54, 4, 4,cigli
2023-03-20, 7, 8, , 87, 3, 11,cigli
2023-03-21, 11, 8, , 62, 3, 9,cigli
2023-03-22, 11, 8, , 56, 2, 8,cigli
2023-03-23, 11, 11, , 54, 4, 7,cigli
2023-03-24, 27, 12, , 60, 2, 8,cigli
2023-03-25, 29, 12, , 48, 2, 7,cigli
2023-03-26, 28, 11, , 35, 2, 7,cigli
2023-03-27, 24, 11, , 23, 2, 3,cigli
2023-03-28, 20, 8, , 30, 1, 1,cigli
2023-03-29, 15, 12, , 51, 2, 1,cigli
2023-03-30, 29, 13, , 41, 3, 1,cigli
2023-03-31, 31, 13, , 21, 2, 3,cigli
2022-10-01, 69, 54, , 18, 7, 9,cigli
2022-10-02, 70, 32, , 26, 7, 9,cigli
2022-10-03, 48, 27, , 14, 4, 10,cigli
2022-10-04, 41, 27, , 10, 2, 9,cigli
2022-10-05, 43, 32, , 16, 3, 12,cigli
2022-10-06, 48, 33, , 10, 3, 11,cigli
2022-10-07, 58, 32, , 13, 3, 11,cigli
2022-10-08, 60, 33, , 20, 4, 11,cigli
2022-10-09, 69, 42, , 33, 4, 10,cigli
2022-10-10, 77, 51, , 34, 3, 10,cigli
2022-10-11, 88, 57, , 30, 2, 10,cigli
2022-10-12, 114, 50, , 28, 3, 9,cigli
2022-10-13, 95, 44, , 28, 3, 11,cigli
2022-10-14, 81, 51, , 46, 2, 11,cigli
2022-10-15, 97, 44, , 31, 1, 9,cigli
2022-10-16, 85, 33, , 23, 2, 8,cigli
2022-10-17, 61, 34, , 30, 4, 11,cigli
2022-10-18, 59, 40, , 45, 3, 11,cigli
2022-10-19, 75, 46, , 52, 3, 9,cigli
2022-10-20, 91, 41, , 35, 3, 8,cigli
2022-10-21, 75, 33, , 52, , 9,cigli
2022-10-22, 55, 46, , 63, , 9,cigli
2022-10-23, 66, 61, , 75, 3, 9,cigli
2022-10-24, 94, 62, , 79, 3, 6,cigli
2022-10-25, 99, 59, , 84, 3, 9,cigli
2022-10-26, 92, 65, , 64, 3, 8,cigli
2022-10-27, 104, 59, , 58, 3, 9,cigli
2022-10-28, 91, 52, , 48, 3, 10,cigli
2022-10-29, 76, 41, , 58, 3, 9,cigli
2022-10-30, 71, 47, , 74, 4, 11,cigli
2022-10-31, 83, 56, , 74, 4, 11,cigli
2022-11-01, 91, 53, , 76, 4, 10,cigli
2022-11-02, 84, 64, , 89, 4, 9,cigli
2022-11-03, 102, 84, , 97, 4, 6,cigli
2022-11-04, 144, 69, , 70, 4, 4,cigli
2022-11-05, 117, 53, , 38, 4, 8,cigli
2022-11-06, 87, 44, , 54, 3, 11,cigli
2022-11-07, 76, 46, , 57, 2, 9,cigli
2022-11-08, 86, 41, , 71, 2, 15,cigli
2022-11-09, 76, 52, , 84, 2, 14,cigli
2022-11-10, 86, 57, , 89, 3, 10,cigli
2022-11-11, 105, 61, , 80, 3, 7,cigli
2022-11-12, 124, 68, , 90, 3, 10,cigli
2022-11-13, 148, 66, , 87, 3, 10,cigli
2022-11-14, 149, 61, , 88, 4, 11,cigli
2022-11-15, 139, 65, , 80, 3, 5,cigli
2022-11-16, 149, 60, , 56, 3, 8,cigli
2022-11-17, 133, 38, , 49, 3, 11,cigli
2022-11-18, 72, 44, 10, 46, 3, 12,cigli
2022-11-19, 73, 52, 9, 38, 3, 9,cigli
2022-11-20, 76, 55, 8, 46, 3, 9,cigli
2022-11-21, 77, 35, 11, 63, 2, 10,cigli
2022-11-22, 59, 24, 9, 52, 3, 11,cigli
2022-11-23, 52, 24, 7, 62, 3, 12,cigli
2022-11-24, 58, 26, 2, 67, 2, 9,cigli
2022-11-25, 62, 29, , 43, 2, 9,cigli
2022-11-26, 67, 48, , , 4, ,cigli
2022-11-27, 99, 61, , 67, 3, 13,cigli
2022-11-28, 141, 76, , 80, 3, 11,cigli
2022-11-29, 163, 79, , 78, 4, 10,cigli
2022-11-30, 160, 90, , 70, 4, 8,cigli
2022-12-01, 166, 47, , 73, 3, 10,cigli
2022-12-02, 102, 52, , 84, 3, 8,cigli
2022-12-03, 117, 54, , 72, 3, 7,cigli
2022-12-04, 115, 64, , 85, 3, 10,cigli
2022-12-05, 147, 58, , 87, 3, 11,cigli
2022-12-06, 129, 69, , 86, 4, 9,cigli
2022-12-07, 152, 91, , 87, 8, 9,cigli
2022-12-08, 167, 67, , 88, 5, 9,cigli
2022-12-09, 145, 56, , 59, 5, 10,cigli
2022-12-10, 114, 41, , 46, 5, 10,cigli
2022-12-11, 80, 31, , 81, 3, 11,cigli
2022-12-12, 65, 32, , 64, 3, 11,cigli
2022-12-13, 66, 46, , 55, 5, 11,cigli
2022-12-14, 98, 57, , 62, 3, 9,cigli
2022-12-15, 123, 41, , 68, 3, 10,cigli
2022-12-16, 87, 37, , 61, 4, 8,cigli
2022-12-17, 75, 40, , 70, 4, 10,cigli
2022-12-18, 76, 51, , 63, 4, 5,cigli
2022-12-19, 97, 24, , , 2, ,cigli
2022-12-20, 55, 27, , , 5, ,cigli
2022-12-21, 58, 54, , 96, 6, 27,cigli
2022-12-22, 109, 82, , 82, 7, 11,cigli
2022-12-23, 162, 74, , 88, 5, 6,cigli
2022-12-24, 158, 63, , 78, 5, 5,cigli
2022-12-25, 147, 48, , 77, 3, 14,cigli
2022-12-26, 95, 49, , 83, 4, 8,cigli
2022-12-27, 88, 76, 4, 91, 5, 6,cigli
2022-12-28, 151, 81, 6, 101, 5, 10,cigli
2022-12-29, 160, 83, 8, 97, 5, 9,cigli
2022-12-30, 163, 80, 8, 95, 5, 7,cigli
2022-12-31, 163, 63, 10, 92, 4, 11,cigli
2023-01-01, 151, 65, 8, 86, 5, 4,cigli
2022-07-01, 56, 37, , 29, 5, 5,cigli
2022-07-02, 68, 40, , 25, 4, 4,cigli
2022-07-03, 71, 38, , 32, 5, 5,cigli
2022-07-04, 63, 40, , 39, 6, 6,cigli
2022-07-05, 62, 41, , 37, 6, 5,cigli
2022-07-06, 67, 37, , 32, 5, 5,cigli
2022-07-07, 67, 37, , 35, 6, 6,cigli
2022-07-08, 74, 36, , 19, 5, 6,cigli
2022-07-09, 75, 29, , 17, 5, 5,cigli
2022-07-10, 67, 24, , 21, 6, 5,cigli
2022-07-11, 54, 28, , 22, 6, 6,cigli
2022-07-12, 61, 26, , 23, 6, 5,cigli
2022-07-13, 57, 30, , 20, 5, 5,cigli
2022-07-14, 59, 34, , 26, 6, 6,cigli
2022-07-15, 59, 30, , 24, 6, 6,cigli
2022-07-16, 54, 32, , 24, 6, 6,cigli
2022-07-17, 52, 36, , 25, 5, 6,cigli
2022-07-18, 58, 36, , 28, 6, 6,cigli
2022-07-19, 53, 29, , 34, 5, 7,cigli
2022-07-20, 52, 29, , 36, 5, 6,cigli
2022-07-21, 52, 32, , 38, 6, 5,cigli
2022-07-22, 54, 31, , 32, 5, 5,cigli
2022-07-23, 54, 30, , 35, 4, 5,cigli
2022-07-24, 53, 35, , 44, 6, 6,cigli
2022-07-25, 61, 38, , 37, 6, 7,cigli
2022-07-26, 66, 38, , 35, 6, 8,cigli
2022-07-27, 64, 43, , 43, 5, 5,cigli
2022-07-28, 68, 46, , 36, 5, 4,cigli
2022-07-29, 74, 43, , 32, 6, 4,cigli
2022-07-30, 72, 41, , 31, 5, 3,cigli
2022-07-31, 77, 35, , 40, 5, 3,cigli
2022-08-01, 73, 32, , 41, 5, 2,cigli
2022-08-02, 62, 32, , 43, 5, 2,cigli
2022-08-03, 55, 38, , 37, 4, 3,cigli
2022-08-04, 69, 36, , 40, 5, 3,cigli
2022-08-05, 70, 37, , 35, 4, 3,cigli
2022-08-06, 72, 37, , 34, 4, 2,cigli
2022-08-07, 72, 34, , 40, 4, 2,cigli
2022-08-08, 66, 39, , 42, 5, 3,cigli
2022-08-09, 67, 36, , 39, 5, 2,cigli
2022-08-10, 61, 36, , 34, 4, 2,cigli
2022-08-11, 66, 41, , 40, 7, 7,cigli
2022-08-12, 75, 45, , 34, 5, 7,cigli
2022-08-13, 83, 46, , 32, 4, 7,cigli
2022-08-14, 91, 37, , 37, 5, 7,cigli
2022-08-15, 80, 31, , 43, 5, 8,cigli
2022-08-16, 68, 39, , 48, 5, 8,cigli
2022-08-17, 72, 43, , 42, 4, 8,cigli
2022-08-18, 76, 43, , 37, 5, 7,cigli
2022-08-19, 74, 37, , 37, 6, 7,cigli
2022-08-20, 68, 38, , 36, 7, 8,cigli
2022-08-21, 70, 35, , 42, 5, 11,cigli
2022-08-22, 72, 37, , 25, 5, 26,cigli
2022-08-23, 76, 36, , 21, 4, 16,cigli
2022-08-24, 76, 34, , 18, 6, 15,cigli
2022-08-25, 76, 41, , 18, 5, 15,cigli
2022-08-26, 81, 35, , 14, 5, 13,cigli
2022-08-27, 68, 41, , 14, 5, 12,cigli
2022-08-28, 76, 53, 27, 23, 6, 13,cigli
2022-08-29, 95, 57, 25, 17, 5, 12,cigli
2022-08-30, 92, 53, 37, 19, 5, 13,cigli
2022-08-31, 94, 48, 33, 18, 4, 12,cigli
2022-09-01, 88, 40, 28, 23, 5, ,cigli
2022-09-02, 79, 37, 23, 15, 5, ,cigli
2022-09-03, 76, 40, 22, 9, 5, ,cigli
2022-09-04, 80, 39, , 13, 6, ,cigli
2022-09-05, 73, 49, , 14, 6, ,cigli
2022-09-06, 53, 29, , 19, 7, 26,cigli
2022-09-07, 53, 45, , 29, 7, 15,cigli
2022-09-08, 79, 42, , 27, 7, 10,cigli
2022-09-09, 71, 39, , 35, 7, 7,cigli
2022-09-10, 66, 46, , 26, 7, 9,cigli
2022-09-11, 70, 42, , 26, 7, 9,cigli
2022-09-12, 69, 33, , 19, 7, 8,cigli
2022-09-13, 62, 30, , 22, 7, 11,cigli
2022-09-14, 56, 33, , 36, 8, 9,cigli
2022-09-15, 57, 41, , 45, 9, 7,cigli
2022-09-16, 64, 39, , 30, 8, 10,cigli
2022-09-17, 64, 32, , 12, 7, 12,cigli
2022-09-18, 59, 29, , 21, 8, 10,cigli
2022-09-19, 57, 28, , 27, 8, 10,cigli
2022-09-20, 51, 35, , 24, 8, 10,cigli
2022-09-21, 59, 32, , 17, 8, 10,cigli
2022-09-22, 56, 24, , 20, 7, 10,cigli
2022-09-23, 36, 23, , 22, 7, 13,cigli
2022-09-24, 37, 32, , 26, 7, 10,cigli
2022-09-25, 58, 37, , 38, 7, 9,cigli
2022-09-26, 64, 33, , 16, 7, 10,cigli
2022-09-27, 56, 32, , 19, 6, 11,cigli
2022-09-28, 53, 30, , 16, 7, 10,cigli
2022-09-29, 53, 37, , 27, 7, 12,cigli
2022-09-30, 57, 51, , 34, 8, 11,cigli
2022-04-01, 69, 58, , 20, 4, 10,cigli
2022-04-02, 74, 65, , 18, 4, 10,cigli
2022-04-03, 87, 31, , 33, 5, 11,cigli
2022-04-04, 48, 30, , 40, 4, 14,cigli
2022-04-05, 53, 48, , 41, 5, 13,cigli
2022-04-06, 71, 46, , 41, 5, 13,cigli
2022-04-07, 67, 47, , 33, 5, 12,cigli
2022-04-08, 64, 16, , 30, 5, 12,cigli
2022-04-09, 29, 18, , 15, 4, 11,cigli
2022-04-10, 34, 15, , 21, 4, 10,cigli
2022-04-11, 29, 14, , 36, 3, 11,cigli
2022-04-12, 35, 20, , 44, 3, 12,cigli
2022-04-13, 45, 24, , 30, 3, 10,cigli
2022-04-14, 49, 25, , 46, 4, 12,cigli
2022-04-15, 52, 29, , 58, 4, 15,cigli
2022-04-16, 56, 36, , 44, 4, 14,cigli
2022-04-17, 70, 36, , 32, 4, 13,cigli
2022-04-18, 75, 25, , 33, 4, 12,cigli
2022-04-19, 64, 19, , 39, 4, 12,cigli
2022-04-20, 47, 20, , 32, 4, 12,cigli
2022-04-21, 43, 24, , 45, 4, 13,cigli
2022-04-22, 48, 27, , 35, 6, 12,cigli
2022-04-23, 50, 24, , 38, 5, 13,cigli
2022-04-24, 41, 42, , 43, 4, 12,cigli
2022-04-25, 58, 33, , 42, 4, 9,cigli
2022-04-26, 52, 40, , 29, 5, 10,cigli
2022-04-27, 60, 47, , 27, 5, 10,cigli
2022-04-28, 67, 38, , 27, 5, 10,cigli
2022-04-29, 61, 33, , 24, 4, 10,cigli
2022-04-30, 59, 26, , 17, 4, 9,cigli
2022-05-01, 58, 24, , 15, 4, 9,cigli
2022-05-02, 58, 29, , 13, 4, 10,cigli
2022-05-03, 72, 20, , 12, 4, 9,cigli
2022-05-04, 55, 16, , 15, 5, 9,cigli
2022-05-05, 34, 20, , 15, 4, 9,cigli
2022-05-06, 43, 24, , 15, 4, 9,cigli
2022-05-07, 47, 23, , 20, 5, 10,cigli
2022-05-08, 49, 24, , 23, 5, 11,cigli
2022-05-09, 50, 25, , 24, 6, 11,cigli
2022-05-10, 46, 25, , 26, 6, 11,cigli
2022-05-11, 46, 26, , 30, 5, 10,cigli
2022-05-12, 49, 26, , 45, 5, 7,cigli
2022-05-13, 49, 27, , 34, 5, 6,cigli
2022-05-14, 52, 26, , 29, 5, 5,cigli
2022-05-15, 55, 31, , 34, 5, 6,cigli
2022-05-16, 64, 50, , 38, 3, 7,cigli
2022-05-17, 92, 52, , 39, 3, 6,cigli
2022-05-18, 96, 40, , 15, 3, 4,cigli
2022-05-19, 67, 25, , 19, 3, 4,cigli
2022-05-20, 45, 32, , 33, 4, 5,cigli
2022-05-21, 54, 36, , 32, 4, 6,cigli
2022-05-22, 60, 37, , 33, 4, 6,cigli
2022-05-23, 63, 39, , 39, 4, 7,cigli
2022-05-24, 67, 42, , 39, 5, 6,cigli
2022-05-25, 72, 44, , 38, 5, 7,cigli
2022-05-26, 76, 52, , 38, 6, 7,cigli
2022-05-27, 87, 56, , 38, 6, 7,cigli
2022-05-28, 97, 56, , 31, 5, 6,cigli
2022-05-29, 90, 48, , 28, 5, 5,cigli
2022-05-30, 67, 38, , 32, 4, 6,cigli
2022-05-31, 60, 40, , 30, 3, 5,cigli
2022-06-01, 67, 46, , 32, 4, 6,cigli
2022-06-02, 70, 46, , 24, 5, 5,cigli
2022-06-03, 70, 44, , 22, 5, 5,cigli
2022-06-04, 71, 43, , 23, 5, 5,cigli
2022-06-05, 70, 37, , 31, 5, 6,cigli
2022-06-06, 64, 33, , 24, 5, 5,cigli
2022-06-07, 64, 26, , 26, 5, 5,cigli
2022-06-08, 51, 28, , 33, 5, 6,cigli
2022-06-09, 55, 32, , 29, 5, 5,cigli
2022-06-10, 58, 31, , 28, 6, 6,cigli
2022-06-11, 59, 36, , 23, 6, 6,cigli
2022-06-12, 77, 23, , 30, 5, 6,cigli
2022-06-13, 59, 33, , 31, 5, 6,cigli
2022-06-14, 68, 35, , 34, 5, 6,cigli
2022-06-15, 71, 38, , 34, 5, 6,cigli
2022-06-16, 74, 36, , 28, 5, 8,cigli
2022-06-17, 69, 37, , 28, 5, 6,cigli
2022-06-18, 72, 34, , 24, 5, 5,cigli
2022-06-19, 66, 34, , 29, 5, 6,cigli
2022-06-20, 71, 36, , 33, 4, 6,cigli
2022-06-21, 72, 42, , 35, 4, 6,cigli
2022-06-22, 74, 45, , 39, 5, 7,cigli
2022-06-23, 79, 45, , 29, 5, 6,cigli
2022-06-24, 81, 29, , 30, 5, 5,cigli
2022-06-25, 56, 34, , 29, 6, 6,cigli
2022-06-26, 67, 26, , 30, 6, 5,cigli
2022-06-27, 58, 23, , 33, 5, 5,cigli
2022-06-28, 53, 23, , 24, 5, 5,cigli
2022-06-29, 51, 26, , 29, 5, 5,cigli
2022-06-30, 54, 27, , 34, 5, 5,cigli
2022-01-03, 80, 53, , 47, 4, 15,cigli
2022-01-04, 95, 49, , 31, 4, 13,cigli
2022-01-05, 93, 24, , 24, 4, 10,cigli
2022-01-06, 56, 25, , 51, 4, 13,cigli
2022-01-07, 56, 34, , 44, 4, 16,cigli
2022-01-08, 84, 25, , 21, 5, 11,cigli
2022-01-09, 66, 32, , 38, 5, 13,cigli
2022-01-10, 71, 36, , 29, 5, 13,cigli
2022-01-11, 86, 27, , 29, 4, 13,cigli
2022-01-12, 71, 15, , 17, 3, 10,cigli
2022-01-13, 33, 25, , 45, 5, 12,cigli
2022-01-14, 49, 59, , 51, 6, 20,cigli
2022-01-15, 104, 41, , 25, 5, 12,cigli
2022-01-16, 73, 37, , 44, 6, 15,cigli
2022-01-17, 68, 41, , 26, 4, 13,cigli
2022-01-18, 81, 19, , 30, 2, 11,cigli
2022-01-19, 45, 36, , 41, 7, 13,cigli
2022-01-20, 69, 37, , 33, 6, 14,cigli
2022-01-21, 80, 28, , 32, 6, 14,cigli
2022-01-22, 76, 17, , 21, 2, 11,cigli
2022-01-23, 48, 27, , 17, 4, 12,cigli
2022-01-24, 61, 28, , 20, 3, 12,cigli
2022-01-25, 53, 15, , 27, 3, 12,cigli
2022-01-26, 43, 41, , 57, 7, 15,cigli
2022-01-27, 75, 46, , 54, 8, 18,cigli
2022-01-28, 88, 57, , 41, 11, 17,cigli
2022-01-29, 121, 75, , 40, 11, 16,cigli
2022-01-30, 154, 53, , 53, 7, 18,cigli
2022-01-31, 127, 37, , 37, 8, 6,cigli
2022-02-01, 79, 27, , 16, 6, 2,cigli
2022-02-02, 65, 17, , 33, 4, 6,cigli
2022-02-03, 50, 14, , 21, 3, 5,cigli
2022-02-04, 44, 32, , 49, 6, 9,cigli
2022-02-05, 65, 65, , 56, 7, 12,cigli
2022-02-06, 124, 56, , 49, 6, 14,cigli
2022-02-07, 107, 31, , 26, 4, 7,cigli
2022-02-08, 69, 10, , 23, 2, 6,cigli
2022-02-09, 28, 20, , 32, 4, 7,cigli
2022-02-10, 50, 47, , 63, 6, 11,cigli
2022-02-11, 83, 76, , 65, 8, 16,cigli
2022-02-12, 146, 53, , 44, 6, 13,cigli
2022-02-13, 109, 41, , 36, 4, 9,cigli
2022-02-14, 96, 29, , 57, 6, 12,cigli
2022-02-15, 72, 48, , 65, 6, 14,cigli
2022-02-16, 95, 72, , 72, 9, 17,cigli
2022-02-17, 143, 57, , 44, 8, 14,cigli
2022-02-18, 114, 52, , 50, 6, 11,cigli
2022-02-19, 94, 50, , 47, 7, 14,cigli
2022-02-20, 81, 35, , 32, 6, 11,cigli
2022-02-21, 75, 26, , 29, 7, 11,cigli
2022-02-22, 61, 22, , 47, 5, 64,cigli
2022-02-23, 59, 25, , 31, 4, 65,cigli
2022-02-24, 63, 12, , 26, 3, 63,cigli
2022-02-25, 35, 26, , 51, 3, 67,cigli
2022-02-26, 63, 41, , 37, 5, 68,cigli
2022-02-27, 88, 25, , 41, 4, 55,cigli
2022-02-28, 63, 21, , 34, 5, 12,cigli
2022-03-01, 57, 31, , 39, 6, 8,cigli
2022-03-02, 73, 23, , 33, 4, 7,cigli
2022-03-03, 61, 32, , 43, 9, 9,cigli
2022-03-04, 73, 50, , 41, 9, 10,cigli
2022-03-05, 112, 46, , 32, 5, 9,cigli
2022-03-06, 113, 29, , 48, 4, 10,cigli
2022-03-07, 73, 26, , 45, 3, 10,cigli
2022-03-08, 70, 30, , 23, 4, 7,cigli
2022-03-09, 79, 21, , 22, 2, 6,cigli
2022-03-10, 56, 12, , 22, 2, 6,cigli
2022-03-11, 29, 21, , 21, 3, 6,cigli
2022-03-12, 54, 19, , 26, 3, 7,cigli
2022-03-13, 54, 25, , 36, 4, 9,cigli
2022-03-14, 61, 28, , 32, 4, 7,cigli
2022-03-15, 67, 35, , 47, 8, 10,cigli
2022-03-16, 78, 55, , 43, 9, 11,cigli
2022-03-17, 120, 32, , 21, 3, 7,cigli
2022-03-18, 71, 20, , 20, 3, 8,cigli
2022-03-19, 42, 17, , 15, 3, 7,cigli
2022-03-20, 47, 19, , 17, 6, 7,cigli
2022-03-21, 41, 25, , 21, 4, 8,cigli
2022-03-22, 54, 25, , 20, 3, 8,cigli
2022-03-23, 56, 23, , 25, 3, 8,cigli
2022-03-24, 50, 42, , 53, 6, 14,cigli
2022-03-25, 74, 44, , 46, 5, 13,cigli
2022-03-26, 80, 34, , 36, 4, 12,cigli
2022-03-27, 74, 46, , 48, 5, 13,cigli
2022-03-28, 84, 43, , 42, 6, 12,cigli
2022-03-29, 79, 40, , 41, 6, 13,cigli
2022-03-30, 75, 32, , 28, 4, 11,cigli
2022-03-31, 65, 52, , 19, 4, 10,cigli
2022-01-01, 101, 61, , 46, 5, 18,cigli
2022-01-02, 135, 42, , 51, 5, 15,cigli
2024-07-02, , 25, 30, , 4, ,cigli
2024-07-03, , 28, , , 4, ,cigli
2024-07-04, , 27, , , 4, ,cigli
2024-07-13, , 30, , , 3, ,cigli
2024-07-14, , 27, , , 3, ,cigli
2024-07-15, , 24, , , 4, ,cigli
2024-07-16, , 33, 44, , 3, ,cigli
2024-07-17, , 30, 42, , 3, ,cigli
2024-07-18, , 27, 46, , 2, ,cigli
2024-07-19, , 28, 41, , 6, ,cigli
2024-07-20, , 30, , , 5, ,cigli
2024-07-21, , 32, , , 8, ,cigli
2024-07-22, , 39, , , 8, ,cigli
2024-07-23, , 31, , , 9, ,cigli
2024-07-24, , 26, , , 10, ,cigli
2024-07-25, , 24, , , 10, ,cigli
2024-07-26, , 22, , , 11, ,cigli
2024-07-27, , 19, 38, , 11, ,cigli
