date, pm25, pm10, o3, no2, so2, co,Station
2023-04-25, 56, 16, 19, 31, 4, ,konak
2023-04-26, 52, 14, 19, 24, 4, ,konak
2023-04-27, 52, 11, 12, 46, 4, ,konak
2023-04-28, 40, 10, 12, 31, 3, ,konak
2023-04-29, 40, 12, 14, 33, 4, ,konak
2023-04-30, 55, 17, 14, 55, 5, ,konak
2023-05-01, 74, 20, 16, 65, 5, ,konak
2023-05-02, 83, 16, 19, 75, 4, ,konak
2023-05-03, 78, 23, 13, 53, 3, ,konak
2023-05-04, 59, 15, 12, 38, 3, ,konak
2023-05-05, 61, 14, 7, 49, 4, 5,konak
2023-05-06, 61, 14, 15, 35, 3, 2,konak
2023-05-12, 49, 19, 9, 31, 4, 6,konak
2023-05-13, 55, 18, 12, 33, 4, 7,konak
2023-05-14, 56, 18, 17, 32, 4, 7,konak
2023-05-15, 73, 24, 15, 75, 4, 11,konak
2023-05-16, 100, 33, 12, 70, 3, 12,konak
2023-05-17, 74, 26, 14, 37, 3, 9,konak
2023-05-18, 66, 22, 16, 39, 3, 9,konak
2023-05-19, 58, 19, 16, 28, 4, 9,konak
2023-05-20, 52, 16, 15, 35, 4, 10,konak
2023-05-21, 57, 16, 19, 36, 4, 10,konak
2023-05-22, 71, 22, 15, 41, 4, 11,konak
2023-05-23, 64, 22, 13, 34, 4, 10,konak
2023-05-24, 58, 16, 14, 41, 3, 12,konak
2023-05-25, 59, 18, 15, 42, 3, 12,konak
2023-05-26, 63, 20, 17, 44, 3, 13,konak
2023-05-27, 64, 23, 12, 50, 3, 14,konak
2023-05-28, 58, 20, 13, 28, 3, 12,konak
2023-05-29, 55, 18, 11, 35, 3, 13,konak
2023-05-30, 54, 16, 8, 44, 3, 14,konak
2023-05-31, 72, 20, 17, 57, 3, 15,konak
2023-06-01, 73, 26, 25, 54, 4, 15,konak
2023-06-02, 69, 23, 13, 58, 3, 16,konak
2023-06-03, 68, 18, 23, 40, 3, 15,konak
2023-06-04, 63, 19, 19, 33, 3, 14,konak
2023-06-05, 46, 14, 18, 39, 3, 14,konak
2023-06-06, 55, 17, 21, 40, 3, 15,konak
2023-06-07, 60, 21, 23, 42, 3, 15,konak
2023-06-08, 72, 24, 23, 41, 3, 12,konak
2023-06-09, 74, 21, 23, 44, 3, 13,konak
2023-06-10, 68, 20, , 45, 3, 14,konak
2023-06-11, 56, 19, 20, 34, 3, 13,konak
2023-06-12, 59, 19, 12, 46, 3, 14,konak
2023-06-13, 56, 19, 10, 41, 3, 14,konak
2023-06-14, 53, 19, 12, 39, 3, 13,konak
2023-06-15, 54, 19, 19, 48, 3, 14,konak
2023-06-16, 64, 18, 13, 54, 3, 14,konak
2023-06-17, 64, 16, 15, 43, 3, 15,konak
2023-06-18, 67, 13, 18, 32, 3, 14,konak
2023-06-19, 61, 14, 27, 37, 3, 15,konak
2023-06-20, 60, 16, 29, 46, 3, 15,konak
2023-06-21, 57, 16, 32, 44, 3, 14,konak
2023-06-22, 58, 17, 30, 52, 3, 14,konak
2023-06-23, 73, 23, 32, 57, 3, 16,konak
2023-06-24, 73, 25, 39, 57, 4, 16,konak
2023-06-25, 70, 22, 40, 42, 4, 16,konak
2023-06-26, 62, 20, 33, 41, 3, 16,konak
2023-06-27, 55, 16, 27, 32, 3, 15,konak
2023-06-28, 51, 15, 29, 26, 4, 16,konak
2023-06-29, 54, 15, 31, 37, 4, 17,konak
2023-06-30, 46, 13, 28, 23, 3, 15,konak
2023-01-02, 163, 74, 6, 94, 4, 46,konak
2023-01-03, 179, 77, 9, 81, 6, 45,konak
2023-01-04, 184, 66, 7, 59, 5, 36,konak
2023-01-05, 157, 70, 7, 81, 9, 44,konak
2023-01-06, 172, 72, 8, 67, 7, 39,konak
2023-01-07, 166, 63, 10, 61, 8, 40,konak
2023-01-08, 155, 64, 8, 76, 5, 42,konak
2023-01-09, 155, 59, 17, 34, 3, 36,konak
2023-01-10, 143, 24, 16, 52, 3, 36,konak
2023-01-11, 72, 27, 6, 76, 6, 43,konak
2023-01-12, 113, 64, 6, 75, 8, 49,konak
2023-01-13, 168, 66, 4, 64, 9, 40,konak
2023-01-14, 119, 81, 6, 56, 11, 43,konak
2023-01-15, 155, 75, 8, 65, 7, 45,konak
2023-01-16, 159, 52, 14, 29, 1, 39,konak
2023-01-17, 135, 18, 15, 20, 2, 36,konak
2023-01-18, 56, 17, 17, 19, 5, 36,konak
2023-01-19, 51, 15, 16, 25, 4, 37,konak
2023-01-20, 52, 25, 14, 30, 4, 39,konak
2023-01-21, 75, 28, 12, 34, 6, 40,konak
2023-01-22, 74, 40, 6, 78, 6, 50,konak
2023-01-23, 138, 60, 8, 46, 10, 44,konak
2023-01-24, 151, 49, 8, 28, 4, 39,konak
2023-01-25, 108, 45, 8, 38, 5, 42,konak
2023-01-26, 99, 37, 12, 50, 4, 42,konak
2023-01-27, 92, 27, 9, 56, 1, 45,konak
2023-01-28, 97, 33, 9, 39, 3, 47,konak
2023-01-29, 128, 29, 8, 38, 5, 42,konak
2023-01-30, 63, 38, 6, 41, 7, 43,konak
2023-01-31, 75, 32, 6, 38, 5, 41,konak
2023-02-01, 64, 45, 7, 51, 6, 47,konak
2023-02-02, 97, 45, 4, 42, 5, 45,konak
2023-02-03, 108, 45, 4, 41, 4, 46,konak
2023-02-04, 94, 39, 7, 32, 5, 46,konak
2023-02-05, 101, 25, 9, 18, 3, 41,konak
2023-02-06, 25, 57, 11, 31, 4, 41,konak
2023-02-07, 35, 67, 15, 25, 5, 42,konak
2023-02-08, 47, 33, 14, 29, 4, 42,konak
2023-02-09, 45, 29, 16, 30, 5, 42,konak
2023-02-10, 53, 32, 14, 25, 5, 42,konak
2023-02-11, 54, 48, , 32, 7, 43,konak
2023-02-12, 67, 50, 11, 28, 5, 43,konak
2023-02-13, 70, 37, 5, 41, 7, 45,konak
2023-02-14, 63, 46, 10, 24, 4, 43,konak
2023-02-15, 66, 36, 9, 34, 6, 41,konak
2023-02-16, 53, 55, 16, 50, 7, 51,konak
2023-02-17, 115, 48, 16, 16, 4, 48,konak
2023-02-18, 110, 38, 18, 9, 3, 46,konak
2023-02-19, 87, 90, 18, 12, 4, 47,konak
2023-02-20, 65, 52, 16, , 5, 49,konak
2023-02-21, 69, 48, 18, 18, 4, 50,konak
2023-02-22, 84, 53, 17, 18, 5, 52,konak
2023-02-23, 104, 66, 17, , 5, 51,konak
2023-02-24, 90, 52, 19, , 3, ,konak
